GEOID,DU_WeightedFrequency,StdErrWgtFreq,MOE_freq,DUpercent_prevalenceinPUMA,StdErrofRowPercent,MOE_percent,CV_Percent,Poordu_WeightedFrequency,Poordu_StdErrWgtFreq,Poordu_MOE_freq,Poordu_percent,Poordu_StdErrofRowPercent,Poordu_MOE_percent,Poordu_CV_Percent,Renter_DU_WeightedFrequency,Renter_StdErrWgtFreq,Renter_MOE_freq,Renter_percent,Renter_StdErrofRowPercent,Renter_MOE_percent,Renter_CV_Percent,White_DU_WeightedFrequency,White_StdErrWgtFreq,White_MOE_freq,White_percent,White_StdErrofRowPercent,White_MOE_percent,White_CV_Percent,Black_DU_WeightedFrequency,Black_StdErrWgtFreq,Black_MOE_freq,Black_percent,Black_StdErrofRowPercent,Black_MOE_percent,Black_CV_Percent,AIAN_DU_WeightedFrequency,AIAN_StdErrWgtFreq,AIAN_MOE_freq,AIAN_percent,AIAN_StdErrofRowPercent,AIAN_MOE_percent,AIAN_CV_Percent,Asian_DU_WeightedFrequency,Asian_StdErrWgtFreq,Asian_MOE_freq,Asian_percent,Asian_StdErrofRowPercent,Asian_MOE_percent,Asian_CV_Percent,NHOPI_DU_WeightedFrequency,NHOPI_StdErrWgtFreq,NHOPI_MOE_freq,NHOPI_percent,NHOPI_StdErrofRowPercent,NHOPI_MOE_percent,NHOPI_CV_Percent,Hispanic_DU_WeightedFrequency,Hispanic_StdErrWgtFreq,Hispanic_MOE_freq,Hispanic_percent,Hispanic_StdErrofRowPercent,Hispanic_MOE_percent,Hispanic_CV_Percent,Other_DU_WeightedFrequency,Other_StdErrWgtFreq,Other_MOE_freq,Other_percent,Other_StdErrofRowPercent,Other_MOE_percent,Other_CV_Percent,Multi_DU_WeightedFrequency,Multi_StdErrWgtFreq,Multi_MOE_freq,Multi_percent,Multi_StdErrofRowPercent,Multi_MOE_percent,Multi_CV_Percent,White_Poordu_WeightedFrequency,White_Poordu_StdErrWgtFreq,White_Poordu_MOE_freq,White_Poordu_percent,White_Poordu_StdErrofRowPercent,White_Poordu_MOE_percent,White_Poordu_CV_Percent,Black_Poordu_WeightedFrequency,Black_Poordu_StdErrWgtFreq,Black_Poordu_MOE_freq,Black_Poordu_percent,Black_Poordu_StdErrofRowPercent,Black_Poordu_MOE_percent,Black_Poordu_CV_Percent,AIAN_Poordu_WeightedFrequency,AIAN_Poordu_StdErrWgtFreq,AIAN_Poordu_MOE_freq,AIAN_Poordu_percent,AIAN_Poordu_StdErrofRowPercent,AIAN_Poordu_MOE_percent,AIAN_Poordu_CV_Percent,Asian_Poordu_WeightedFrequency,Asian_Poordu_StdErrWgtFreq,Asian_Poordu_MOE_freq,Asian_Poordu_percent,Asian_Poordu_StdErrofRowPercent,Asian_Poordu_MOE_percent,Asian_Poordu_CV_Percent,NHOPI_Poordu_WeightedFrequency,NHOPI_Poordu_StdErrWgtFreq,NHOPI_Poordu_MOE_freq,NHOPI_Poordu_percent,NHOPI_Poordu_StdErrofRowPercent,NHOPI_Poordu_MOE_percent,NHOPI_Poordu_CV_Percent,Hisp_Poordu_WeightedFrequency,Hisp_Poordu_StdErrWgtFreq,Hisp_Poordu_MOE_freq,Hisp_Poordu_percent,Hisp_Poordu_StdErrofRowPercent,Hisp_Poordu_MOE_percent,Hisp_Poordu_CV_Percent,Other_Poordu_WeightedFrequency,Other_Poordu_StdErrWgtFreq,Other_Poordu_MOE_freq,Other_Poordu_percent,Other_Poordu_StdErrofRowPercent,Other_Poordu_MOE_percent,Other_Poordu_CV_Percent,Multi_Poordu_WeightedFrequency,Multi_Poordu_StdErrWgtFreq,Multi_Poordu_MOE_freq,Multi_Poordu_percent,Multi_Poordu_StdErrofRowPercent,Multi_Poordu_MOE_percent,Multi_Poordu_CV_Percent
2900501,914,332.35996,546.7321342,0.5778,0.2141,0.3521945,0.3705,914,332.35996,546.7321342,6.2368,1.695,2.788275,0.2718,577,319.47457000000003,525.5356677,1.5312,0.8138,1.338701,0.5315,757,331.19869,544.8218451,0.5477,0.2336,0.384272,0.4265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,27,44.415,0.5864,0.6072,0.998844,1.0354,27,27,44.415,1.9751,1.9241,3.1651445,0.9742,130,128.93243,212.0938474,1.6888,1.7277,2.8420665,1.0231,757,331.19869,544.8218451,6.4973,2.1519,3.5398755,0.3312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,27,44.415,6.6832,7.1241,11.7191445,1.066,27,27,44.415,12.4424,13.2372,21.775194,1.0639,130,128.92052,212.0742554,11.9376,11.9902,19.723879,1.0044
2900601,548,218.66739,359.7078566,0.4171,0.166,0.27307,0.398,548,218.66739,359.7078566,2.1763,0.8255,1.3579475,0.3793,480,193.6713,318.5892885,0.8322,0.3228,0.531006,0.3879,413,192.28253,316.3047619,0.4332,0.2018,0.331961,0.4657,135,91.98991,151.323402,0.8218,0.5204,0.856058,0.6333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413,192.28253,316.3047619,2.7778,1.2134,1.996043,0.4368,135,91.98991,151.323402,2.124,1.3651,2.2455895,0.6427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2900700,1091,325.49018,535.4313461,0.8605,0.237,0.389865,0.2754,1091,325.49018,535.4313461,7.1331,1.9945,3.2809525,0.2796,570,313.61601,515.8983365,1.8229,0.9652,1.587754,0.5295,954,327.79719,539.2263776,0.8602,0.2721,0.4476045,0.3163,46,40.9477,67.3589665,1.1714,1.0611,1.7455095,0.9059,12,12,19.74,1.8462,2.0514,3.374553,1.1112,,,,,,,,2,2,3.29,0.6369,0.8585,1.4122325,1.3478,73,46.54184,76.5613268,0.8921,0.585,0.962325,0.6557,21,15.40872,25.3473444,0.6998,0.4961,0.8160845,0.7089,56,34.74807,57.16057515,0.7454,0.4403,0.7242935,0.5907,954,327.79719,539.2263776,7.4959,2.5016,4.115132,0.3337,46,40.88806,67.2608587,9.9352,8.5487,14.0626115,0.8604,12,12,19.74,5.5814,7.241,11.911445,1.2973,,,,,,,,2,0,0,11.7647,0,0,0,73,46.16276,75.9377402,5.497,4.1298,6.793521,0.7513,21,14.96186,24.6122597,5.2764,4.1188,6.775426,0.7806,56,34.43835,56.65108575,3.9688,2.5573,4.2067585,0.6443
2900800,516,134.49748,221.2483546,0.3819,0.0875,0.1439375,0.2292,516,134.49748,221.2483546,3.8914,0.964,1.58578,0.2477,198,99.83415,164.2271768,0.5598,0.2539,0.4176655,0.4535,289,119.82547,197.1128982,0.2366,0.0941,0.1547945,0.3975,19,13.45362,22.1312049,0.7146,0.5558,0.914291,0.7778,6,6,9.87,1.1765,1.3631,2.2422995,1.1586,90,68.47122,112.6351569,7.2464,4.614,7.59003,0.6367,,,,,,,,103,68.26733,112.2997579,2.0571,1.3377,2.2005165,0.6503,32,32,52.64,2.2599,1.9953,3.2822685,0.8829,80,62.85471,103.395998,1.1567,0.8752,1.439704,0.7566,289,119.82547,197.1128982,2.4705,0.9919,1.6316755,0.4015,19,12.84523,21.13040335,6.8841,4.6253,7.6086185,0.6719,6,6,9.87,35.2941,34.3032,56.428764,0.9719,90,64.34283,105.8439554,40,23.6033,38.8274285,0.5901,,,,,,,,103,65.29822,107.4155719,14.6099,6.9523,11.4365335,0.4759,32,32,52.64,9.1691,6.7604,11.120858,0.7373,80,62.49945,102.8115953,11.5108,8.4984,13.979868,0.7383
2900901,463,250.61296,412.2583192,0.4023,0.2143,0.3525235,0.5327,463,250.61296,412.2583192,7.3376,3.7635,6.1909575,0.5129,365,245.43693,403.7437499,1.8297,1.1767,1.9356715,0.6431,443,252.33425,415.0898413,0.4387,0.2454,0.403683,0.5593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,20,32.9,0.3101,0.2835,0.4663575,0.9144,,,,,,,,20,20,32.9,0.361,0.3565,0.5864425,0.98740000000000006,443,252.33425,415.0898413,8.1689,4.4712,7.355124,0.5473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,20,32.9,7.2993,7.4303,12.2228435,1.0179,,,,,,,,20,20,32.9,5.4201,6.1355,10.0928975,1.132
2900902,984,390.59515,642.5290218,0.7146,0.2963,0.4874135,0.4146,984,390.59515,642.5290218,6.1701,2.3912,3.933524,0.3875,400,161.49303,265.6560344,0.8562,0.3431,0.5643995,0.4008,701,243.22594,400.1066713,0.6824,0.2414,0.397103,0.3538,44,44,72.38,0.3019,0.3038,0.499751,1.0063,,,,,,,,17,17,27.965,0.459,0.481,0.791245,1.0479,,,,,,,,69,40.93025,67.33026125,0.528,0.2932,0.482314,0.5552,,,,,,,,222,208.47508,342.9415066,2.0365,1.8947,3.1167815,0.9304,701,243.22594,400.1066713,6.8874,1.9362,3.185049,0.2811,44,44,72.38,1.5022,1.5807,2.6002515,1.0523,,,,,,,,17,17,27.965,9.4444,10.2428,16.849406,1.0845,,,,,,,,69,39.50949,64.99311105,2.806,1.3512,2.222724,0.4815,,,,,,,,222,208.22104,342.5236108,14.1401,12.3831,20.3701995,0.8757
2901000,374,186.94613,307.5263839,0.347,0.1728,0.284256,0.4979,374,186.94613,307.5263839,4.7577,2.3487,3.8636115,0.49370000000000003,212,97.83587,160.9400062,0.6667,0.3047,0.5012315,0.457,285,142.46804,234.3599258,0.33,0.1682,0.276689,0.5099,24,24,39.48,0.2766,0.2758,0.453691,0.9969,,,,,,,,,,,,,,,,,,,,,,56,40.86913,67.22971885,0.748,0.5353,0.8805685,0.7157,38,38,62.51,1.4706,1.4722,2.421769,1.0011,27,20.86693,34.32609985,0.3845,0.268,0.44086,0.6971,285,142.46804,234.3599258,4.7859,2.4263,3.9912635,0.507,24,24,39.48,2.2835,2.2196,3.651242,0.972,,,,,,,,,,,,,,,,,,,,,,56,40.1995,66.1281775,9.3333,6.959,11.447555,0.7456,38,38,62.51,19.7917,21.2998,35.038171,1.0762,27,20.73863,34.11504635,4.6472,3.5764,5.883178,0.7696
2901101,2071,429.46595,706.4714878,1.1767,0.2608,0.429016,0.2216,2071,429.46595,706.4714878,4.8059,1.0118,1.664411,0.2105,1044,313.62899,515.9196886,1.1765,0.3607,0.5933515,0.3066,508,182.48796,300.1926942,0.6613,0.2379,0.3913455,0.3598,1006,322.10846,529.8684167,1.6063,0.5183,0.8526035,0.3227,,,,,,,,153,78.39734,128.9636243,3.3604,1.6687,2.7450115,0.4966,,,,,,,,654,295.5484,486.177118,1.9087,0.9119,1.5000755,0.4778,205,183.69812,302.1834074,1.723,1.5969,2.6269005,0.9269,199,121.9877,200.6697665,1.065,0.6291,1.0348695,0.5907,508,182.48796,300.1926942,4.207,1.5265,2.5110925,0.3628,1006,322.10846,529.8684167,4.8372,1.3368,2.199036,0.2764,,,,,,,,153,77.16433,126.9353229,10.7746,4.3377,7.1355165,0.4026,,,,,,,,654,295.5484,486.177118,6.225,2.5822,4.247719,0.4148,205,183.2879,301.5085955,6.8746,5.8117,9.5602465,0.8454,199,121.46699,199.8131986,3.754,2.1923,3.6063335,0.584
2901102,637,215.24504,354.0780908,0.4832,0.1759,0.2893555,0.364,637,215.24504,354.0780908,3.6189,1.2894,2.121063,0.3563,171,68.39173,112.5043959,0.3475,0.1248,0.205296,0.3591,509,200.87558,330.4403291,0.6012,0.2472,0.406644,0.4112,128,60.53098,99.5734621,0.5173,0.2581,0.4245745,0.499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,509,200.87558,330.4403291,5.2621,2.0293,3.3381985,0.3857,128,60.53098,99.5734621,2.923,1.3276,2.183902,0.4542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2901103,536,403.15577,663.1912417,0.3791,0.2781,0.4574745,0.7335,536,403.15577,663.1912417,5.015,3.4297,5.6418565,0.6839,229,180.14558,296.3394791,0.6166,0.4713,0.7752885,0.7644,520,404.3107,665.0911015,0.4423,0.3359,0.5525555,0.7595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231,231,379.995,2.6573,2.5834,4.249693,0.9722,,,,,,,,16,16,26.32,0.184,0.1845,0.3035025,1.0028,520,404.3107,665.0911015,6.7638,4.7431,7.8023995,0.7013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231,231,379.995,17.1875,13.7809,22.6695805,0.8018,,,,,,,,16,16,26.32,1.7021,1.9173,3.1539585,1.1264
2901104,203,80.20331,131.934445,0.1787,0.0751,0.1235395,0.4201,203,80.20331,131.934445,2.7274,1.1374,1.871023,0.417,65,46.00466,75.6776657,0.2578,0.1885,0.3100825,0.7311,166,77.07788,126.7931126,0.1848,0.0915,0.1505175,0.4953,,,,,,,,,,,,,,,37,37,60.865,1.7478,1.6275,2.6772375,0.9312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166,77.07788,126.7931126,3.8214,2.0664,3.399228,0.5407,,,,,,,,,,,,,,,37,37,60.865,67.2727,17.124,28.16898,0.2545,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2901105,823,282.06711,464.000396,0.5731,0.1851,0.3044895,0.323,823,282.06711,464.000396,4.242,1.3621,2.2406545,0.3211,359,141.8762,233.386349,0.611,0.233,0.383285,0.3814,118,54.67175,89.93502875,0.1606,0.0733,0.1205785,0.4563,574,276.25868,454.4455286,1.1293,0.5229,0.8601705,0.463,7,4.72582,7.7739739,1.1628,1.0019,1.6481255,0.8616,,,,,,,,,,,,,,,130,67.57007,111.1527652,1.0417,0.5375,0.8841875,0.516,113,67.46216,110.9752532,2.5693,1.5507,2.5509015,0.6035,11,11,18.095,0.098,0.0987,0.1623615,1.007,118,54.15647,89.08739315,2.0557,0.9841,1.6188445,0.4787,574,276.25868,454.4455286,5.487,2.2987,3.7813615,0.4189,7,3.60555,5.93112975,8.4337,6.7423,11.0910835,0.7994,,,,,,,,,,,,,,,130,66.54823,109.4718384,5.2272,3.0932,5.088314,0.5917,113,64.34477,105.8471467,11.722,7.104,11.68608,0.606,11,11,18.095,0.6679,0.6809,1.1200805,1.0195
2901200,534,169.55277,278.9143067,0.4302,0.1414,0.232603,0.3288,534,169.55277,278.9143067,6.3723,1.8762,3.086349,0.2944,388,165.75067,272.6598522,1.5264,0.6662,1.095899,0.4364,531,169.38207,278.6335052,0.4933,0.1643,0.2702735,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,20,32.9,0.3229,0.3201,0.5265645,0.9912,,,,,,,,3,3,4.935,0.0375,0.037,0.060865,0.9863,531,169.38207,278.6335052,7.5032,2.2524,3.705198,0.3002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,20,32.9,4.6512,4.0351,6.6377395,0.8675,,,,,,,,3,3,4.935,0.5217,0.5441,0.8950445,1.0428
2901300,1408,347.05557,570.9064127,1.1624,0.2758,0.453691,0.2373,1408,347.05557,570.9064127,7.8752,1.8079,2.9739955,0.2296,643,309.76904,509.5700708,2.1699,1.0171,1.6731295,0.4687,1313,340.91641,560.8074945,1.177,0.2901,0.4772145,0.2465,,,,,,,,1,1,1.645,0.2481,0.1865,0.3067925,0.7514,,,,,,,,,,,,,,,99,70.71775,116.3306988,1.8821,1.1283,1.8560535,0.5995,,,,,,,,94,40.47398,66.5796971,1.4217,0.6695,1.1013275,0.4709,1313,340.91641,560.8074945,8.2912,2.0092,3.305134,0.2423,,,,,,,,1,1,1.645,4.7619,5.796,9.53442,1.2172,,,,,,,,,,,,,,,99,69,113.505,7.563,3.5385,5.8208325,0.4679,,,,,,,,94,40.47398,66.5796971,5.2309,2.8057,4.6153765,0.5364
2901400,945,263.85467,434.0409322,0.8461,0.21,0.34545,0.2481,945,263.85467,434.0409322,5.3975,1.3841,2.2768445,0.2564,210,110.71198,182.1212071,0.8236,0.4084,0.671818,0.4959,866,275.40412,453.0397774,0.834,0.2438,0.401051,0.2923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,18.095,0.3975,0.4061,0.6680345,1.0214,,,,,,,,79,54.17168,89.1124136,1.4322,0.9462,1.556499,0.6607,866,275.40412,453.0397774,5.4537,1.5914,2.617853,0.2918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,18.095,2.0833,1.7779,2.9246455,0.8534,,,,,,,,79,53.83153,88.55286685,6.2649,3.047,5.012315,0.4864
2901500,1007,285.96029,470.4046771,0.9796,0.2569,0.4226005,0.2623,1007,285.96029,470.4046771,7.2655,1.3995,2.3021775,0.1926,189,88.69047,145.8958232,0.846,0.4215,0.6933675,0.4982,1005,285.64588,469.8874726,1.0403,0.2736,0.450072,0.263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,15,24.675,0.4537,0.4706,0.774137,1.0371,,,,,,,,2,2,3.29,0.0608,0.0634,0.104293,1.0414,1005,285.64588,469.8874726,8.1271,1.4194,2.334913,0.1747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,15,24.675,1.8821,2.1107,3.4721015,1.1215,,,,,,,,2,2,3.29,0.2829,0.3181,0.5232745,1.1246
2901600,953,187.70341,308.7721095,0.7815,0.1568,0.257936,0.2007,953,187.70341,308.7721095,6.7436,1.3451,2.2126895,0.1995,515,170.88634,281.1080293,1.4349,0.4487,0.7381115,0.3127,796,148.23582,243.8479239,0.7565,0.1501,0.2469145,0.1984,,,,,,,,20,20,32.9,5.0633,5.2509,8.6377305,1.037,106,88.45512,145.5086724,4.645,3.4782,5.721639,0.7488,,,,,,,,70,38.1351,62.7322395,1.2755,0.6536,1.075172,0.5124,24,24,39.48,2.3669,2.2544,3.708488,0.9525,7,7,11.515,0.0844,0.0811,0.1334095,0.9617,796,148.23582,243.8479239,7.0825,1.2699,2.0889855,0.1793,,,,,,,,20,20,32.9,27.7778,27.2011,44.7458095,0.9792,106,83.73769,137.7485001,22.8942,16.2973,26.8090585,0.7119,,,,,,,,70,36.9107,60.7181015,9.1265,6.1663,10.1435635,0.6756,24,24,39.48,11.6505,9.9377,16.3475165,0.853,7,7,11.515,0.4537,0.448,0.73696,0.9876
2901700,556,161.32576,265.3808752,0.4387,0.1194,0.196413,0.2721,556,161.32576,265.3808752,4.9528,1.4589,2.3998905,0.2946,247,93.98176,154.5999952,0.9608,0.3835,0.6308575,0.3991,424,136.66016,224.8059632,0.3684,0.1183,0.1946035,0.3212,41,41,67.445,5.0555,4.8823,8.0313835,0.9657,,,,,,,,,,,,,,,,,,,,,,14,14,23.03,0.4893,0.5007,0.8236515,1.0232,,,,,,,,91,44.33873,72.93721085,1.0055,0.4797,0.7891065,0.4771,424,136.66016,224.8059632,4.4528,1.5694,2.581663,0.3524,41,41,67.445,24.1176,7.8131,12.8525495,0.324,,,,,,,,,,,,,,,,,,,,,,14,14,23.03,2.5594,2.9162,4.797149,1.1394,,,,,,,,91,43.91279,72.23653955,7.6406,2.9081,4.7838245,0.3806
2901801,124,98.68203,162.3319394,0.1065,0.0843,0.1386735,0.7916,124,98.68203,162.3319394,3.0701,2.2685,3.7316825,0.7389,99,99,162.855,0.5969,0.5898,0.970221,0.988,124,98.68203,162.3319394,0.124,0.0987,0.1623615,0.7965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,13,21.385,0.3045,0.2892,0.475734,0.9496,,,,,,,,,,,,,,,124,98.68203,162.3319394,3.5187,2.5294,4.160863,0.7188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,13,21.385,5.0584,4.5823,7.5378835,0.9059,,,,,,,,,,,,,,
2901802,507,234.66937,386.0311137,0.3251,0.1581,0.2600745,0.4865,507,234.66937,386.0311137,7.434,3.1821,5.2345545,0.428,346,236.41277,388.8990067,1.5804,1.0904,1.793708,0.69,285,183.4783,301.8218035,0.2136,0.1418,0.233261,0.6638,173,160.58954,264.1697933,2.1838,1.9188,3.156426,0.8787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,49,80.605,0.5264,0.5237,0.8614865,0.9948,285,183.4783,301.8218035,5.4787,3.2862,5.405799,0.5998,173,159.72789,262.7523791,32.9524,21.0145,34.5688525,0.6377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,49,80.605,9.8196,9.4803,15.5950935,0.9654
2901803,253,92.20939,151.6844466,0.1929,0.0689,0.1133405,0.3573,253,92.20939,151.6844466,3.4506,1.1726,1.928927,0.3398,28,28,46.06,0.1159,0.1186,0.195097,1.0235,198,83.86469,137.9574151,0.1792,0.0746,0.122717,0.4167,55,55,90.475,0.751,0.7622,1.253819,1.0149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198,83.86469,137.9574151,3.6913,1.395,2.294775,0.3779,55,55,90.475,5.9459,4.7105,7.7487725,0.7922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2901901,753,276.80395,455.3424978,0.6125,0.2184,0.359268,0.3565,753,276.80395,455.3424978,4.3244,1.5043,2.4745735,0.3479,369,164.82978,271.1449881,0.8127,0.3543,0.5828235,0.4359,4,4,6.58,0.0148,0.0144,0.023688,0.9717,615,211.72253,348.2835619,0.702,0.2285,0.3758825,0.3255,87,87,143.115,61.7021,29.7039,48.8629155,0.4814,,,,,,,,,,,,,,,11,11,18.095,0.5446,0.5723,0.9414335,1.051,7,7,11.515,0.6167,0.6956,1.144262,1.1278,40,35.93645,59.11546025,0.6178,0.5892,0.969234,0.9538,4,4,6.58,0.187,0.181,0.297745,0.9678,615,211.72253,348.2835619,4.354,1.4245,2.3433025,0.3272,87,0,0,100,0,0,0,,,,,,,,,,,,,,,11,11,18.095,3.1884,2.9132,4.792214,0.9137,7,7,11.515,2.8226,3.3287,5.4757115,1.1793,40,35.72114,58.7612753,5.5402,4.9355,8.1188975,0.8908
2901902,388,233.89955,384.7647598,0.3365,0.1969,0.3239005,0.5853,388,233.89955,384.7647598,3.4587,1.9231,3.1634995,0.556,263,186.29968,306.4629736,0.7433,0.5196,0.854742,0.6991,51,51,83.895,0.0769,0.0764,0.125678,0.9932,119,80.90294,133.0853363,0.3963,0.2633,0.4331285,0.6644,19,19,31.255,7.8512,1.5786,2.596797,0.2011,23,23,37.835,0.2533,0.2377,0.3910165,0.9386,,,,,,,,19,19,31.255,0.4095,0.3906,0.642537,0.954,,,,,,,,176,176,289.52,2.589,2.3896,3.930892,0.923,51,51,83.895,1.3182,1.3473,2.2163085,1.0221,119,80.90294,133.0853363,2.1118,1.4947,2.4587815,0.7078,19,19,31.255,9.4059,0.7694,1.265663,0.0818,23,23,37.835,7.3482,6.9769,11.4770005,0.9495,,,,,,,,19,19,31.255,2.6648,2.4108,3.965766,0.9047,,,,,,,,176,176,289.52,18.0884,8.6309,14.1978305,0.4771
2901903,2750,722.2282,1188.065389,1.699,0.4025,0.6621125,0.2369,2750,722.2282,1188.065389,7.3127,1.5603,2.5666935,0.2134,1372,501.93383,825.6811504,1.8476,0.6435,1.0585575,0.3483,220,135.74924,223.3074998,0.4884,0.3229,0.5311705,0.6612,2013,486.32925,800.0116163,2.0425,0.3657,0.6015765,0.179,3,2.12132,3.4895714,1.4218,1.2407,2.0409515,0.8726,,,,,,,,,,,,,,,358,329.18688,541.5124176,3.5679,3.3357,5.4872265,0.9349,330,330,542.85,4.2531,4.3292,7.121534,1.0179,184,129.08856,212.3506812,2.4137,1.6033,2.6374285,0.6642,220,135.74924,223.3074998,3.9125,2.3039,3.7899155,0.5889,2013,486.32925,800.0116163,7.398,1.2543,2.0633235,0.1695,3,1,1.645,60,8,13.16,0.1333,,,,,,,,,,,,,,,358,328.63962,540.6121749,11.4817,9.9575,16.3800875,0.8673,330,330,542.85,13.0797,12.3181,20.2632745,0.9418,184,128.34654,211.1300583,8.8675,5.6498,9.293921,0.6371
2901904,219,121.3213,199.5735385,0.2081,0.1102,0.181279,0.5294,219,121.3213,199.5735385,5.1773,2.2946,3.774617,0.4432,141,101.02475,166.1857138,0.7442,0.5285,0.8693825,0.7101,118,78.86969,129.7406401,0.1465,0.0959,0.1577555,0.6545,12,12,19.74,0.3663,0.3486,0.573447,0.9516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,89,146.405,1.0598,1.0083,1.6586535,0.9514,118,78.86969,129.7406401,3.7413,2.2004,3.619658,0.5881,12,12,19.74,2.9557,2.0625,3.3928125,0.6978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,89,146.405,31.6726,15.651,25.745895,0.4941
2901905,307,149.0532,245.192514,0.3233,0.1487,0.2446115,0.46,307,149.0532,245.192514,4.0539,1.7537,2.8848365,0.4326,160,103.7132,170.608214,0.6516,0.4289,0.7055405,0.6582,112,50.85413,83.65504385,0.1548,0.0663,0.1090635,0.4284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,99,162.855,3.3,2.743,4.512235,0.8312,99,99,162.855,7.9073,6.5531,10.7798495,0.8287,96,96,157.92,1.62,1.5353,2.5255685,0.9477,112,50.85413,83.65504385,2.6603,1.0503,1.7277435,0.3948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,99,162.855,25.7813,18.4561,30.3602845,0.7159,99,99,162.855,47.3684,23.5709,38.7741305,0.4976,96,96,157.92,20.4691,15.2056,25.013212,0.7429
2901906,340,154.02922,253.3780669,0.2893,0.1333,0.2192785,0.4607,340,154.02922,253.3780669,5.037,2.5327,4.1662915,0.5028,36,36,59.22,0.1824,0.1834,0.301693,1.0055,104,59.79369,98.36062005,0.1079,0.0586,0.096397,0.5434,103,73.75926,121.3339827,4.8063,3.3192,5.460084,0.6906,4,4,6.58,1.9512,2.3823,3.9188835,1.2209,129,129,212.205,1.6319,1.6701,2.7473145,1.0234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,59.79369,98.36062005,2.3593,1.4142,2.326359,0.5994,103,67.66831,111.31437,18.3274,17.2151,28.3188395,0.9393,4,4,6.58,18.1818,25.081,41.258245,1.3795,129,129,212.205,18.118,14.6732,24.137414,0.8099,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2901907,311,95.97395,157.8771478,0.1992,0.0611,0.1005095,0.307,311,95.97395,157.8771478,3.1019,0.8422,1.385419,0.2715,189,87.08124,143.2486398,0.6247,0.298,0.49021,0.477,258,87.99188,144.7466426,0.193,0.0637,0.1047865,0.33,,,,,,,,,,,,,,,25,25,41.125,0.5623,0.5794,0.953113,1.0305,,,,,,,,41,28.40272,46.7224744,0.7694,0.5178,0.851781,0.6731,28,19.46364,32.0176878,1.8158,1.2685,2.0866825,0.6986,,,,,,,,258,87.99188,144.7466426,3.1205,1.0075,1.6573375,0.3229,,,,,,,,,,,,,,,25,25,41.125,11.7371,11.787,19.389615,1.0043,,,,,,,,41,27.35742,45.0029559,12.8527,9.6664,15.901228,0.7521,28,16.89181,27.78702745,22.9508,9.524,15.66698,0.415,,,,,,,
2901908,258,223.2465,367.2404925,0.2504,0.2186,0.359597,0.8729,258,223.2465,367.2404925,4.7055,4.0775,6.7074875,0.8665,258,223.2465,367.2404925,1.679,1.4744,2.425388,0.8781,35,35,57.575,0.0382,0.0381,0.0626745,0.9987,223,223,366.835,8.3116,8.0657,13.2680765,0.9704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,35,57.575,0.8102,0.7512,1.235724,0.9272,223,0,0,69.6875,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
